Job Number,Job Type,url,Job Title,Job Responsibilities,Location
3126425,Wealth Management,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Strategy Associate – WM Investment Platforms,Morgan Stanley Wealth Management Introduction Morgan Stanley MS is a global financial services firm that conducts its business through three principal business segments Institutional Securities Wealth Management and Asset Management Wealth Management provides comprehensive financial advice and services to its clients including brokerage investment advisory financial and wealth planning credit lending deposits cash management annuities insurance retirement and trust services Job Description Role and Responsibilities The mandate of the Investment Platforms organization is to drive technology strategy to deliver superior investment capabilities to our advisors and clients with central focus on delivery of goals based advice across all of our clients wealth The team partners closely with business and technology groups to lead end to end execution of platform enhancements from initial idea generation through implementation and roll out Focus areas include GPS advisory platforms and WealthDesk the Portfolio Risk Platform powered by BlackRock Aladdin Investment Solutions platforms and D The candidate will support platform management in the development and delivery of a multi year strategic vision across all investment Platforms as well as leading key business management priorities This role will also partner closely with the platform COOs Engagement and Adoption team in developing and delivering our change management strategy A firm understanding of the Wealth Management business is critical to the success of this role Key accountabilities for this role include the following Assist in the development and implementation of WM Investment Platform s multi year strategic vision Gather competitive intelligence on major and emerging competitors including platform positioning compared to MSWM s capabilities Provide support develop and deliver internal management update strategy presentations Help track and evolve the vision goals and objectives of the organization Coordinate cross functional efforts to ensure strategic alignment of new capabilities and enhancements Develop reporting analysis to track financials and headcount of overall team including budgeting process and ongoing expense management Assist with special projects and strategic initiativesQUALIFICATIONSQualifications and Education Requirements years of relevant experience including significant experience in Wealth Management Bachelor degree in Business or related field preferred Must possess Financial Services industry experience knowledge of industry trends competitive advantages and brokerage product offerings Strong strategic planning finance conceptual design collaborative and organizational skills Preferred Skills Strong people and process management skills Ability to communicate effectively with all levels of management within the organization Proficient with MS Excel and PowerPoint Ability to work independently and possess a strong sense of accountability ownership Resilience under pressure and flexibility,Americas-United States of America-New York-New York
3126237,Tax,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Tax Advisory - Vice President/Tax Counsel,Company Profile Morgan Stanley is a leading global financial services firm providing a wide range of investment banking securities investment management and wealth management services The Firm s employees serve clients worldwide including corporations governments and individuals from more than offices in countries As a market leader the talent and passion of our people is critical to our success Together we share a common set of values rooted in integrity excellence and strong team ethic Morgan Stanley can provide a superior foundation for building a professional career a place for people to learn to achieve and grow A philosophy that balances personal lifestyles perspectives and needs is an important part of our culture Finance Division The Finance Division reports to the Chief Financial Officer and consists of some employees worldwide Finance protects the Morgan Stanley franchise by serving as guardian of the Firm s books and records and by contributing to Firmwide risk management and risk reduction This division maintains relationships with Morgan Stanley s various industry and government regulators and also serves as the conduit of financial information to the outside investment community Finance plays a critical role as advisor to Morgan Stanley s various businesses and its senior management team Tax Department The Tax Department reports to the Chief Financial Officer and consists of some employees worldwide The Tax Department is responsible for global tax compliance tax accounting business unit tax advice and tax planning for the Firm The Tax Department is seeking an experienced U S tax attorney who will be a member of the Firm s Tax Advisory group The Tax Advisory group is a legal group within the Morgan Stanley Tax Department that provides tax advice and support on Business Unit and Firm related tax matters Responsibilities Supporting various business units of the Firm including Tax Operations by providing tax advice relating to transactions and business lines Assisting members of the Morgan Stanley Tax Department on technical tax issues Assistance on tax legal issues arising on audit Transaction structuring and negotiations Firm Tax Planning Managing external advisors Participating in industry groups and initiativesQUALIFICATIONSSkills Required At least years of law firm experience preferably including experience in financial products taxation and or operational taxes Motivated team oriented self starter who has the ability to work effectively and efficiently with all levels of personnel and who is adept at working in a fast paced environment Excellent analytical and communication skills,Americas-United States of America-New York-New York
3126424,Wealth Management,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Strategy Lead – WM Investment Platforms,Morgan Stanley Wealth Management Introduction Morgan Stanley MS is a global financial services firm that conducts its business through three principal business segments Institutional Securities Wealth Management and Asset Management Wealth Management provides comprehensive financial advice and services to its clients including brokerage investment advisory financial and wealth planning credit lending deposits cash management annuities insurance retirement and trust services Job Description Role and Responsibilities The mandate of the Investment Platforms organization is to drive technology strategy to deliver superior investment capabilities to our advisors and clients with central focus on delivery of goals based advice across all of our clients wealth The team partners closely with business and technology groups to lead end to end execution of platform enhancements from initial idea generation through implementation and roll out Focus areas include GPS advisory platforms and WealthDesk the Portfolio Risk Platform powered by BlackRock Aladdin Investment Solutions platforms and D The Strategy Lead for Wealth Management Investment Platforms will partner closely with the Investment Platforms Management team and key stake holders to develop and oversee the multi year strategic vision across all investment Platforms The ideal candidate will have a proven track record of effective management of both internal and external resources including contract engagements A firm understanding of the Wealth Management business is critical to the success of this role Key accountabilities for this role include the following Drive development and implementation of WM Investment Platform s multi year strategic vision Work collaboratively with stakeholders across the business to understand broader list of strategic initiatives underway planned and help shape and prioritize Investment Platform strategy to ensure alignment Define and evolve the vision goals and objectives of the organization Coordinate and drive cross functional efforts to ensure strategic alignment of new capabilities and enhancements Partnership with platform leads to develop view of and manage FTE vs contingent resourcing strategy Manage financials and headcount of overall team including budgeting process and ongoing expense management Drive special projects and strategic initiativesQUALIFICATIONSQualifications and Education Requirements years of relevant experience including significant experience in Wealth Management Bachelor degree in Business or related field preferred Demonstrated Team Management and experience working with all levels of Senior Management Must possess Financial Services industry experience knowledge of industry trends competitive advantages and brokerage product offerings Strong strategic planning finance conceptual design collaborative and organizational skills Preferred Skills Ability to communicate effectively with all levels of management within the organization Proficient with MS Excel and PowerPoint Strong process management skills dedication to detail and deadlines Motivation for continuous improvement and ability to lead and motivate others Resilience under pressure and flexibility,Americas-United States of America-New York-New York
3126423,Wealth Management,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Advisory Platforms – Business Analyst,Description Morgan Stanley MS is a global financial services firm that conducts its business through three principal business segments Institutional Securities Wealth Management and Asset Management Wealth Management provides comprehensive financial advice and services to its clients including brokerage investment advisory financial and wealth planning credit lending deposits cash management annuities insurance retirement and trust services The Platform team works closely with Wealth Management product areas to define and drive the Advisor and Client experience and we are in search of a talented and eager Business Analyst to join our team As an AVP on the Strategy and Advisory Solutions Platform team you will work alongside a Platform lead to build the next generation Wealth Management platform for Morgan Stanley Advisors As a smart passionate detail oriented team player who loves interacting with a diverse set of people solving tough problems and challenging the status quo this is an amazing opportunity to forge a new direction for a highly respected company that is deeply committed to reinventing itself Responsibilities include Provide support throughout the entire Platform enhancement lifecycle from initial scope development scope and requirements documentation through Platform testing and launch to subsequent releases Document overall product feature prioritization develop user stories and work within agile teams Participate in platform design and development and monitor implementation timelines across different product feature teams Lead discussions and devise solutions to address Advisor CSA platform pain points Support requirements elicitation workshops and meetings with business and technology stakeholders Elaborate on critical user journeys and use cases that align with the program vision and address critical customer needs Map out critical workflows and business processes to realize product program goals Support requirement review sessions with program stakeholders Assist in gathering organizing and assimilating internal and external feedback to support the prioritization of product program gaps enhancements and new solutions and features Support collaboration with UI UX team to develop information interaction architecture user flows and wireframes Partner with program management to plan and monitor overall product program releases Assist with the development of adequate launch support across non technology teams including Field and Service Ops Legal Risk Compliance and Platform teams Specify acceptance criteria and scenarios and perform UAT as needed Track platform adoption and usage metrics QUALIFICATIONSQUALIFICATIONS At least years experience as a key member of a wealth management home office platform team participating in the development lifecycle of successfully launched products platforms Experience working with external resources consulting firms Detail oriented with strong organizational skills Proficient at defining analyzing documenting and communicating product and software requirements in an agile software development setting Self starter with entrepreneurial drive and demonstrated ability to achieve stretch goals in a fast paced dynamic environment Polished written and verbal communication skills able to effectively interact and influence a diverse set of business and technical stakeholders Efficient at managing multiple tasks concurrently under deadline constraints Ability to gather analyze and synthesize a significant amount of information and turn it into a compelling platform vision Bachelor s degree in Business Management Computer Science Engineering Mathematics or related field is required Additional Requirement Role requires approximately travel for corporate events,Americas-United States of America-New York-New York
3126421,Wealth Management,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Advisory Platforms – Business Analyst,Description Morgan Stanley MS is a global financial services firm that conducts its business through three principal business segments Institutional Securities Wealth Management and Asset Management Wealth Management provides comprehensive financial advice and services to its clients including brokerage investment advisory financial and wealth planning credit lending deposits cash management annuities insurance retirement and trust services The Platform team works closely with Wealth Management product areas to define and drive the Advisor and Client experience and we are in search of a talented and eager Business Analyst to join our team As an AVP on the Strategy and Advisory Solutions Platform team you will work alongside a Platform lead to build the next generation Wealth Management platform for Morgan Stanley Advisors As a smart passionate detail oriented team player who loves interacting with a diverse set of people solving tough problems and challenging the status quo this is an amazing opportunity to forge a new direction for a highly respected company that is deeply committed to reinventing itself Responsibilities include Provide support throughout the entire Platform enhancement lifecycle from initial scope development scope and requirements documentation through Platform testing and launch to subsequent releases Document overall product feature prioritization develop user stories and work within agile teams Participate in platform design and development and monitor implementation timelines across different product feature teams Lead discussions and devise solutions to address Advisor CSA platform pain points Support requirements elicitation workshops and meetings with business and technology stakeholders Elaborate on critical user journeys and use cases that align with the program vision and address critical customer needs Map out critical workflows and business processes to realize product program goals Support requirement review sessions with program stakeholders Assist in gathering organizing and assimilating internal and external feedback to support the prioritization of product program gaps enhancements and new solutions and features Support collaboration with UI UX team to develop information interaction architecture user flows and wireframes Partner with program management to plan and monitor overall product program releases Assist with the development of adequate launch support across non technology teams including Field and Service Ops Legal Risk Compliance and Platform teams Specify acceptance criteria and scenarios and perform UAT as needed Track platform adoption and usage metrics QUALIFICATIONSQUALIFICATIONS At least years experience as a key member of a wealth management home office platform team participating in the development lifecycle of successfully launched products platforms Experience working with external resources consulting firms Detail oriented with strong organizational skills Proficient at defining analyzing documenting and communicating product and software requirements in an agile software development setting Self starter with entrepreneurial drive and demonstrated ability to achieve stretch goals in a fast paced dynamic environment Polished written and verbal communication skills able to effectively interact and influence a diverse set of business and technical stakeholders Efficient at managing multiple tasks concurrently under deadline constraints Ability to gather analyze and synthesize a significant amount of information and turn it into a compelling platform vision Bachelor s degree in Business Management Computer Science Engineering Mathematics or related field is required Additional Requirement Role requires approximately travel for corporate events,Americas-United States of America-New York-New York
3126419,Wealth Management,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Advisory Platforms – Business Analyst,Description Morgan Stanley MS is a global financial services firm that conducts its business through three principal business segments Institutional Securities Wealth Management and Asset Management Wealth Management provides comprehensive financial advice and services to its clients including brokerage investment advisory financial and wealth planning credit lending deposits cash management annuities insurance retirement and trust services The Platform team works closely with Wealth Management product areas to define and drive the Advisor and Client experience and we are in search of a talented and eager Business Analyst to join our team As an AVP on the Strategy and Advisory Solutions Platform team you will work alongside a Platform lead to build the next generation Wealth Management platform for Morgan Stanley Advisors As a smart passionate detail oriented team player who loves interacting with a diverse set of people solving tough problems and challenging the status quo this is an amazing opportunity to forge a new direction for a highly respected company that is deeply committed to reinventing itself Responsibilities include Provide support throughout the entire Platform enhancement lifecycle from initial scope development scope and requirements documentation through Platform testing and launch to subsequent releases Document overall product feature prioritization develop user stories and work within agile teams Participate in platform design and development and monitor implementation timelines across different product feature teams Lead discussions and devise solutions to address Advisor CSA platform pain points Support requirements elicitation workshops and meetings with business and technology stakeholders Elaborate on critical user journeys and use cases that align with the program vision and address critical customer needs Map out critical workflows and business processes to realize product program goals Support requirement review sessions with program stakeholders Assist in gathering organizing and assimilating internal and external feedback to support the prioritization of product program gaps enhancements and new solutions and features Support collaboration with UI UX team to develop information interaction architecture user flows and wireframes Partner with program management to plan and monitor overall product program releases Assist with the development of adequate launch support across non technology teams including Field and Service Ops Legal Risk Compliance and Platform teams Specify acceptance criteria and scenarios and perform UAT as needed Track platform adoption and usage metrics QUALIFICATIONSQUALIFICATIONS At least years experience as a key member of a wealth management home office platform team participating in the development lifecycle of successfully launched products platforms Experience working with external resources consulting firms Detail oriented with strong organizational skills Proficient at defining analyzing documenting and communicating product and software requirements in an agile software development setting Self starter with entrepreneurial drive and demonstrated ability to achieve stretch goals in a fast paced dynamic environment Polished written and verbal communication skills able to effectively interact and influence a diverse set of business and technical stakeholders Efficient at managing multiple tasks concurrently under deadline constraints Ability to gather analyze and synthesize a significant amount of information and turn it into a compelling platform vision Bachelor s degree in Business Management Computer Science Engineering Mathematics or related field is required Additional Requirement Role requires approximately travel for corporate events,Americas-United States of America-New York-New York
3126416,Wealth Management,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Advisory Platforms – Business Analyst,Description Morgan Stanley MS is a global financial services firm that conducts its business through three principal business segments Institutional Securities Wealth Management and Asset Management Wealth Management provides comprehensive financial advice and services to its clients including brokerage investment advisory financial and wealth planning credit lending deposits cash management annuities insurance retirement and trust services The Platform team works closely with Wealth Management product areas to define and drive the Advisor and Client experience and we are in search of a talented and eager Business Analyst to join our team As an AVP on the Strategy and Advisory Solutions Platform team you will work alongside a Platform lead to build the next generation Wealth Management platform for Morgan Stanley Advisors As a smart passionate detail oriented team player who loves interacting with a diverse set of people solving tough problems and challenging the status quo this is an amazing opportunity to forge a new direction for a highly respected company that is deeply committed to reinventing itself Responsibilities include Provide support throughout the entire Platform enhancement lifecycle from initial scope development scope and requirements documentation through Platform testing and launch to subsequent releases Document overall product feature prioritization develop user stories and work within agile teams Participate in platform design and development and monitor implementation timelines across different product feature teams Lead discussions and devise solutions to address Advisor CSA platform pain points Support requirements elicitation workshops and meetings with business and technology stakeholders Elaborate on critical user journeys and use cases that align with the program vision and address critical customer needs Map out critical workflows and business processes to realize product program goals Support requirement review sessions with program stakeholders Assist in gathering organizing and assimilating internal and external feedback to support the prioritization of product program gaps enhancements and new solutions and features Support collaboration with UI UX team to develop information interaction architecture user flows and wireframes Partner with program management to plan and monitor overall product program releases Assist with the development of adequate launch support across non technology teams including Field and Service Ops Legal Risk Compliance and Platform teams Specify acceptance criteria and scenarios and perform UAT as needed Track platform adoption and usage metrics QUALIFICATIONSQUALIFICATIONS At least years experience as a key member of a wealth management home office platform team participating in the development lifecycle of successfully launched products platforms Experience working with external resources consulting firms Detail oriented with strong organizational skills Proficient at defining analyzing documenting and communicating product and software requirements in an agile software development setting Self starter with entrepreneurial drive and demonstrated ability to achieve stretch goals in a fast paced dynamic environment Polished written and verbal communication skills able to effectively interact and influence a diverse set of business and technical stakeholders Efficient at managing multiple tasks concurrently under deadline constraints Ability to gather analyze and synthesize a significant amount of information and turn it into a compelling platform vision Bachelor s degree in Business Management Computer Science Engineering Mathematics or related field is required Additional Requirement Role requires approximately travel for corporate events,Americas-United States of America-New York-New York
3126412,Wealth Management,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Advisory Platforms – Business Analyst,Morgan Stanley MS is a global financial services firm that conducts its business through three principal business segments Institutional Securities Wealth Management and Asset Management Wealth Management provides comprehensive financial advice and services to its clients including brokerage investment advisory financial and wealth planning credit lending deposits cash management annuities insurance retirement and trust services The Platform team works closely with Wealth Management product areas to define and drive the Advisor and Client experience and we are in search of a talented and eager Business Analyst to join our team As an VP on the Strategy and Advisory Solutions Platform team you will work alongside a Platform lead to build the next generation Wealth Management platform for Morgan Stanley Advisors As a smart passionate detail oriented team player who loves interacting with a diverse set of people solving tough problems and challenging the status quo this is an amazing opportunity to forge a new direction for a highly respected company that is deeply committed to reinventing itself Responsibilities include Provide support throughout the entire Platform enhancement lifecycle from initial scope development scope and requirements documentation through Platform testing and launch to subsequent releases Document overall product feature prioritization develop user stories and work within agile teams Participate in platform design and development and monitor implementation timelines across different product feature teams Lead discussions and devise solutions to address Advisor CSA platform pain points Support requirements elicitation workshops and meetings with business and technology stakeholders Elaborate on critical user journeys and use cases that align with the program vision and address critical customer needs Map out critical workflows and business processes to realize product program goals Support requirement review sessions with program stakeholders Assist in gathering organizing and assimilating internal and external feedback to support the prioritization of product program gaps enhancements and new solutions and features Support collaboration with UI UX team to develop information interaction architecture user flows and wireframes Partner with program management to plan and monitor overall product program releases Assist with the development of adequate launch support across non technology teams including Field and Service Ops Legal Risk Compliance and Platform teams Specify acceptance criteria and scenarios and perform UAT as needed Track platform adoption and usage metrics QUALIFICATIONSQUALIFICATIONS At least years experience as a key member of a wealth management home office platform team participating in the development lifecycle of successfully launched products platforms Experience working with external resources consulting firms Detail oriented with strong organizational skills Proficient at defining analyzing documenting and communicating product and software requirements in an agile software development setting Self starter with entrepreneurial drive and demonstrated ability to achieve stretch goals in a fast paced dynamic environment Polished written and verbal communication skills able to effectively interact and influence a diverse set of business and technical stakeholders Efficient at managing multiple tasks concurrently under deadline constraints Ability to gather analyze and synthesize a significant amount of information and turn it into a compelling platform vision Bachelor s degree in Business Management Computer Science Engineering Mathematics or related field is required Additional Requirement Role requires approximately travel for corporate events ,Americas-United States of America-New York-New York
3126411,Wealth Management,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Advisory Platforms – Business Analyst,Morgan Stanley MS is a global financial services firm that conducts its business through three principal business segments Institutional Securities Wealth Management and Asset Management Wealth Management provides comprehensive financial advice and services to its clients including brokerage investment advisory financial and wealth planning credit lending deposits cash management annuities insurance retirement and trust services The Platform team works closely with Wealth Management product areas to define and drive the Advisor and Client experience and we are in search of a talented and eager Business Analyst to join our team As an VP on the Strategy and Advisory Solutions Platform team you will work alongside a Platform lead to build the next generation Wealth Management platform for Morgan Stanley Advisors As a smart passionate detail oriented team player who loves interacting with a diverse set of people solving tough problems and challenging the status quo this is an amazing opportunity to forge a new direction for a highly respected company that is deeply committed to reinventing itself Responsibilities include Provide support throughout the entire Platform enhancement lifecycle from initial scope development scope and requirements documentation through Platform testing and launch to subsequent releases Document overall product feature prioritization develop user stories and work within agile teams Participate in platform design and development and monitor implementation timelines across different product feature teams Lead discussions and devise solutions to address Advisor CSA platform pain points Support requirements elicitation workshops and meetings with business and technology stakeholders Elaborate on critical user journeys and use cases that align with the program vision and address critical customer needs Map out critical workflows and business processes to realize product program goals Support requirement review sessions with program stakeholders Assist in gathering organizing and assimilating internal and external feedback to support the prioritization of product program gaps enhancements and new solutions and features Support collaboration with UI UX team to develop information interaction architecture user flows and wireframes Partner with program management to plan and monitor overall product program releases Assist with the development of adequate launch support across non technology teams including Field and Service Ops Legal Risk Compliance and Platform teams Specify acceptance criteria and scenarios and perform UAT as needed Track platform adoption and usage metrics QUALIFICATIONSQUALIFICATIONS At least years experience as a key member of a wealth management home office platform team participating in the development lifecycle of successfully launched products platforms Experience working with external resources consulting firms Detail oriented with strong organizational skills Proficient at defining analyzing documenting and communicating product and software requirements in an agile software development setting Self starter with entrepreneurial drive and demonstrated ability to achieve stretch goals in a fast paced dynamic environment Polished written and verbal communication skills able to effectively interact and influence a diverse set of business and technical stakeholders Efficient at managing multiple tasks concurrently under deadline constraints Ability to gather analyze and synthesize a significant amount of information and turn it into a compelling platform vision Bachelor s degree in Business Management Computer Science Engineering Mathematics or related field is required Additional Requirement Role requires approximately travel for corporate events,Americas-United States of America-New York-New York
3126407,Wealth Management,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Advisor Desktop Business Analyst,Morgan Stanley Wealth Management Introduction Morgan Stanley MS is a global financial services firm that conducts its business through three principal business segments Institutional Securities Wealth Management and Asset Management Wealth Management provides comprehensive financial advice and services to its clients including brokerage investment advisory financial and wealth planning credit lending deposits cash management annuities insurance retirement and trust services Job Description Role and Responsibilities The MSWM Financial Advisor Platforms group manages the prioritization and implementation of the Wealth Management Division s investments in technology tools and solutions for Financial Advisors The team works directly with Financial Advisors and all Wealth Management businesses to help translate business needs into technology initiatives The platform we are continuously enhancing integrates a broad range of capabilities designed to support Financial Advisors and branch support and management staff As an advocate for the user experience the position involves working with end users to understand requirements and the ability to translate those needs to systems developers It will be necessary to support the existing business needs of MSWM branches support staff specialists and operational staff while also working to enhance the current technology platforms including both the desktop and mobile platforms Note that this is a business position rather than a technology position it requires the ability to understand both sides of the equation and to provide necessary direction to the projects The position requires preparation of Business Requirement Documents User Acceptance Testing and Pilot Branch coordination Additional responsibilities include review of Functional Requirements and problem resolution on behalf of the branches Branch visits and other field facing engagements across the country are necessary to have a full understanding of a day in the life of our branch personnel Qualifications and Education Requirements At least years experience in the Financial Services Industry Demonstrated experience with technology implementations and the entire SDLC process Previous experience working with Financial Wealth Advisors is highly desirable Experience writing business requirements for large projects BA BS Degree Proficient in Agile Technology Development MethodologyQUALIFICATIONSPreferred Skills Strong knowledge and interest in new technologies from an end user perspective Excellent oral and written communication skills Proficient in Microsoft Office applications,Americas-United States of America-New York-New York
3126406,Wealth Management,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Advisor Desktop Business Analyst,Morgan Stanley Wealth Management Introduction Morgan Stanley MS is a global financial services firm that conducts its business through three principal business segments Institutional Securities Wealth Management and Asset Management Wealth Management provides comprehensive financial advice and services to its clients including brokerage investment advisory financial and wealth planning credit lending deposits cash management annuities insurance retirement and trust services Job Description Role and Responsibilities The MSWM Financial Advisor Platforms group manages the prioritization and implementation of the Wealth Management Division s investments in technology tools and solutions for Financial Advisors The team works directly with Financial Advisors and all Wealth Management businesses to help translate business needs into technology initiatives The platform we are continuously enhancing integrates a broad range of capabilities designed to support Financial Advisors and branch support and management staff As an advocate for the user experience the position involves working with end users to understand requirements and the ability to translate those needs to systems developers It will be necessary to support the existing business needs of MSWM branches support staff specialists and operational staff while also working to enhance the current technology platforms including both the desktop and mobile platforms Note that this is a business position rather than a technology position it requires the ability to understand both sides of the equation and to provide necessary direction to the projects The position requires preparation of Business Requirement Documents User Acceptance Testing and Pilot Branch coordination Additional responsibilities include review of Functional Requirements and problem resolution on behalf of the branches Branch visits and other field facing engagements across the country are necessary to have a full understanding of a day in the life of our branch personnel Qualifications and Education Requirements At least years experience in the Financial Services Industry Demonstrated experience with technology implementations and the entire SDLC process Previous experience working with Financial Wealth Advisors is highly desirable Experience writing business requirements for large projects BA BS Degree Proficient in Agile Technology Development MethodologyQUALIFICATIONSPreferred Skills Strong knowledge and interest in new technologies from an end user perspective Excellent oral and written communication skills Proficient in Microsoft Office applications,Americas-United States of America-New York-New York
3126402,Wealth Management,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,FA Platform Management,Morgan Stanley Wealth Management Introduction Morgan Stanley MS is a global financial services firm that conducts its business through three principal business segments Institutional Securities Wealth Management and Asset Management Wealth Management provides comprehensive financial advice and services to its clients including brokerage investment advisory financial and wealth planning credit lending deposits cash management annuities insurance retirement and trust services Job Description Role and Responsibilities This position is for a senior platform executive with a minimum of ten years of experience in Wealth Management responsible for the strategy requirement process delivery and support of large scale financial advisor platforms The candidate will manage a team comprised of both full time employees and contracted workers The candidate must possess strong background in strategy budgeting business and systems requirements control processes project execution including user acceptance and be fluent in all phases of the development lifecycle This position will work within Wealth Management and partner with all lines of business initiative owners operations and technology to define cross organizational opportunities to improve the experience and efficiency for Advisor facing platforms at Morgan Stanley including the desktop statements performance reporting and CRM A critical part of the role will be driving consistent simplified experience and design across the platforms through coordination of multiple initiatives with a focus on improving overall efficiency The ideal candidate will demonstrate effective management of both internal and external resources including contract engagements A firm understanding of the Wealth Management business is critical to the success of this role Key accountabilities for this role include the following Define and drive the delivery of the FA Desktop vision to create a consistent efficient and integrated experience for field office users that promotes adoption of key capabilities and aligns to the broader business strategy Cross organizational alignment and strategic integration for critical enterprise initiatives that span multiple lines of business including GBWM Unify NBA Knowledge Management NAO and workflow redesign Ensure field and operational readiness related to initiative delivery Accountable for platform adoption and associated metrics Development of standardized process for engagement in the legal risk compliance and supervision processes Acting as the liaison to those organizations Development of a cohesive future state vision for shared design and capability with the client website and other enterprise platforms Direct engagement with the field and various councils to facilitate discussion around the platforms user needs upcoming deliverables and future priorities Qualifications and Education Requirements Tenured professional with significant experience in Wealth Management and project implementation Degree in Business or related field preferred Demonstrated Team Management and experience working with all levels of Senior Management Must possess Financial Services industry experience knowledge of industry trends competitive advantages and brokerage product offerings Knowledge of software and web development process Strong strategic planning finance conceptual design collaborative and organizational skillsQUALIFICATIONSPreferred Skills Ability to communicate effectively with all levels of management within the organization Strong Coach Player skills in leading a team of professionals Strong process management skills dedication to detail and deadlines Motivation for continuous improvement and ability to lead and motivate others Resilience under pressure and flexibility,Americas-United States of America-New York-New York
